estacion,fecha,fecha_diff,precipitacion,temperatura,humedad_relativa,vientos,vi
Ascencion de Guarayos,2026-07-27 09:00:00,20,0.0,22,26,330,1.5
Ascencion de Guarayos,2026-07-27 09:00:00,23,0.0,23,26,340,1.9
Ascencion de Guarayos,2026-07-27 09:00:00,26,0.0,28,25,330,3.0
Ascencion de Guarayos,2026-07-27 09:00:00,29,0.0,33,37,320,4.2
Ascencion de Guarayos,2026-07-27 09:00:00,32,0.0,33,36,330,2.8
Ascencion de Guarayos,2026-07-27 09:00:00,35,0.0,29,26,330,1.3
Ascencion de Guarayos,2026-07-27 09:00:00,38,0.0,24,26,340,1.4
Ascencion de Guarayos,2026-07-27 09:00:00,41,0.0,22,27,350,1.4
Ascencion de Guarayos,2026-07-27 09:00:00,44,0.0,22,36,350,1.1
Ascencion de Guarayos,2026-07-27 09:00:00,47,0.0,25,36,350,1.6
Ascencion de Guarayos,2026-07-27 09:00:00,50,0.0,28,36,330,2.6
Ascencion de Guarayos,2026-07-27 09:00:00,53,0.0,33,36,310,3.6
Ascencion de Guarayos,2026-07-27 09:00:00,56,0.0,33,36,320,2.4
Ascencion de Guarayos,2026-07-27 09:00:00,59,0.0,27,36,326,1.3
Ascencion de Guarayos,2026-07-27 09:00:00,62,0.0,24,37,321,1.1
Ascencion de Guarayos,2026-07-27 09:00:00,65,0.0,21,37,311,0.8
Ascencion de Guarayos,2026-07-27 09:00:00,68,0.0,21,36,345,1.0
Ascencion de Guarayos,2026-07-27 09:00:00,71,0.0,26,35,340,1.0
Ascencion de Guarayos,2026-07-27 09:00:00,74,0.0,27,36,330,1.8
Ascencion de Guarayos,2026-07-27 09:00:00,77,0.0,32,56,310,2.6
Ascencion de Guarayos,2026-07-27 09:00:00,80,0.0,32,56,348,1.8
Ascencion de Guarayos,2026-07-27 09:00:00,83,0.0,26,36,17,0.9
Ascencion de Guarayos,2026-07-27 09:00:00,86,0.0,21,36,358,1.1
Ascencion de Guarayos,2026-07-27 09:00:00,89,0.0,21,26,330,1.3
Ascencion de Guarayos,2026-07-27 09:00:00,92,0.0,26,26,330,1.2
Ascencion de Guarayos,2026-07-27 09:00:00,95,0.0,27,26,341,1.3
Ascencion de Guarayos,2026-07-27 09:00:00,98,0.0,32,26,340,2.1
Ascencion de Guarayos,2026-07-27 09:00:00,101,0.0,38,36,329,2.9
Ascencion de Guarayos,2026-07-27 09:00:00,104,0.0,33,36,360,2.0
Ascencion de Guarayos,2026-07-27 09:00:00,107,0.0,28,26,26,1.0
Ascencion de Guarayos,2026-07-27 09:00:00,110,0.0,26,26,16,1.3
Ascencion de Guarayos,2026-07-27 09:00:00,113,0.0,24,26,360,1.5
Baures,2026-07-27 09:00:00,5,0.0,34,36,296,4.5
Baures,2026-07-27 09:00:00,8,0.0,34,36,304,3.5
Baures,2026-07-27 09:00:00,11,0.0,28,37,313,2.5
Baures,2026-07-27 09:00:00,14,0.0,24,36,324,2.6
Baures,2026-07-27 09:00:00,17,0.0,22,26,330,2.6
Baures,2026-07-27 09:00:00,20,0.0,22,26,320,2.5
Baures,2026-07-27 09:00:00,23,0.0,25,26,340,2.9
Baures,2026-07-27 09:00:00,26,0.0,28,26,330,4.1
Baures,2026-07-27 09:00:00,29,0.0,33,36,310,5.2
Baures,2026-07-27 09:00:00,32,0.0,33,36,320,4.3
Baures,2026-07-27 09:00:00,35,0.0,29,26,325,3.3
Baures,2026-07-27 09:00:00,38,0.0,24,27,329,3.1
Baures,2026-07-27 09:00:00,41,0.0,22,26,329,2.9
Baures,2026-07-27 09:00:00,44,0.0,22,36,330,2.4
Baures,2026-07-27 09:00:00,47,0.0,25,36,331,3.3
Baures,2026-07-27 09:00:00,50,0.0,29,37,321,4.0
Baures,2026-07-27 09:00:00,53,0.0,34,36,306,4.8
Baures,2026-07-27 09:00:00,56,0.0,34,36,335,3.6
Baures,2026-07-27 09:00:00,59,0.0,30,36,355,2.4
Baures,2026-07-27 09:00:00,62,0.0,25,35,340,2.3
Baures,2026-07-27 09:00:00,65,0.0,22,36,320,2.1
Baures,2026-07-27 09:00:00,68,0.0,22,35,340,1.8
Baures,2026-07-27 09:00:00,71,0.0,26,36,360,1.5
Baures,2026-07-27 09:00:00,74,0.0,27,36,345,2.6
Baures,2026-07-27 09:00:00,77,0.0,33,56,324,3.6
Baures,2026-07-27 09:00:00,80,0.0,33,56,273,2.8
Baures,2026-07-27 09:00:00,83,0.0,29,56,205,2.0
Baures,2026-07-27 09:00:00,86,0.0,22,56,251,1.9
Baures,2026-07-27 09:00:00,89,0.0,22,36,330,1.7
Baures,2026-07-27 09:00:00,92,0.0,27,36,340,2.1
Baures,2026-07-27 09:00:00,95,0.0,27,37,350,2.1
Baures,2026-07-27 09:00:00,98,0.0,32,37,321,3.0
Baures,2026-07-27 09:00:00,101,0.0,38,36,291,3.9
Baures,2026-07-27 09:00:00,104,0.0,33,36,310,3.4
Baures,2026-07-27 09:00:00,107,0.0,27,26,325,2.8
Baures,2026-07-27 09:00:00,110,0.0,26,25,325,2.5
Baures,2026-07-27 09:00:00,113,0.0,25,36,321,2.2
Bolpebra - PD,2026-07-27 09:00:00,5,0.0,34,36,335,2.5
Bolpebra - PD,2026-07-27 09:00:00,8,0.0,34,36,341,2.0
Bolpebra - PD,2026-07-27 09:00:00,11,0.0,27,36,340,1.6
Bolpebra - PD,2026-07-27 09:00:00,14,0.0,24,37,332,1.7
Bolpebra - PD,2026-07-27 09:00:00,17,0.0,22,26,320,1.8
Bolpebra - PD,2026-07-27 09:00:00,20,0.0,22,26,313,1.4
Bolpebra - PD,2026-07-27 09:00:00,23,0.0,24,27,303,1.5
Bolpebra - PD,2026-07-27 09:00:00,26,0.0,27,27,313,2.0
Bolpebra - PD,2026-07-27 09:00:00,29,0.0,33,36,323,2.6
Bolpebra - PD,2026-07-27 09:00:00,32,0.0,33,36,314,1.9
Bolpebra - PD,2026-07-27 09:00:00,35,0.0,26,26,304,1.2
Bolpebra - PD,2026-07-27 09:00:00,38,0.0,23,26,322,1.3
Bolpebra - PD,2026-07-27 09:00:00,41,0.0,22,26,336,1.4
Bolpebra - PD,2026-07-27 09:00:00,44,0.0,22,37,320,1.4
Bolpebra - PD,2026-07-27 09:00:00,47,0.0,23,36,304,1.4
Bolpebra - PD,2026-07-27 09:00:00,50,0.0,27,37,320,1.9
Bolpebra - PD,2026-07-27 09:00:00,53,0.0,34,36,330,2.4
Bolpebra - PD,2026-07-27 09:00:00,56,0.0,34,37,333,2.0
Bolpebra - PD,2026-07-27 09:00:00,59,0.0,28,36,335,1.5
Bolpebra - PD,2026-07-27 09:00:00,62,0.0,24,36,317,1.4
Bolpebra - PD,2026-07-27 09:00:00,65,0.0,22,57,294,1.3
Bolpebra - PD,2026-07-27 09:00:00,68,0.0,22,57,313,1.0
Bolpebra - PD,2026-07-27 09:00:00,71,0.0,25,56,295,0.7
Bolpebra - PD,2026-07-27 09:00:00,74,0.0,28,56,321,1.1
Bolpebra - PD,2026-07-27 09:00:00,77,0.0,33,56,340,1.6
Bolpebra - PD,2026-07-27 09:00:00,80,0.0,33,56,15,1.1
Bolpebra - PD,2026-07-27 09:00:00,83,0.0,24,56,39,0.6
Bolpebra - PD,2026-07-27 09:00:00,86,0.0,22,56,345,0.8
Bolpebra - PD,2026-07-27 09:00:00,89,0.0,22,36,285,0.9
Bolpebra - PD,2026-07-27 09:00:00,92,0.0,23,36,302,0.9
Bolpebra - PD,2026-07-27 09:00:00,95,0.0,24,36,310,0.9
Bolpebra - PD,2026-07-27 09:00:00,98,0.0,30,35,320,1.3
Bolpebra - PD,2026-07-27 09:00:00,101,0.0,36,56,320,1.7
Bolpebra - PD,2026-07-27 09:00:00,104,0.0,31,56,338,1.5
Bolpebra - PD,2026-07-27 09:00:00,107,0.0,27,36,348,1.4
Bolpebra - PD,2026-07-27 09:00:00,110,0.0,25,37,342,1.0
Bolpebra - PD,2026-07-27 09:00:00,113,0.0,23,35,334,0.6
Bulo Bulo,2026-07-27 09:00:00,5,0.0,30,36,310,4.3
Bulo Bulo,2026-07-27 09:00:00,8,0.0,30,36,302,3.3
Bulo Bulo,2026-07-27 09:00:00,11,0.0,27,55,284,2.4
Bulo Bulo,2026-07-27 09:00:00,14,0.0,24,55,274,1.9
Bulo Bulo,2026-07-27 09:00:00,17,0.0,22,36,254,1.4
Bulo Bulo,2026-07-27 09:00:00,20,0.0,22,36,274,1.4
Bulo Bulo,2026-07-27 09:00:00,23,0.0,23,36,292,1.4
Bulo Bulo,2026-07-27 09:00:00,26,0.0,26,36,302,2.8
Bulo Bulo,2026-07-27 09:00:00,29,0.0,30,56,310,4.3
Bulo Bulo,2026-07-27 09:00:00,32,0.0,30,56,292,3.4
Bulo Bulo,2026-07-27 09:00:00,35,0.0,26,56,274,2.5
Bulo Bulo,2026-07-27 09:00:00,38,0.0,24,57,264,1.9
Bulo Bulo,2026-07-27 09:00:00,41,0.0,22,56,244,1.3
Bulo Bulo,2026-07-27 09:00:00,44,0.0,22,36,266,1.1
Bulo Bulo,2026-07-27 09:00:00,47,0.0,23,36,274,1.0
Bulo Bulo,2026-07-27 09:00:00,50,0.0,25,36,292,2.5
Bulo Bulo,2026-07-27 09:00:00,53,0.0,30,56,310,3.9
Bulo Bulo,2026-07-27 09:00:00,56,0.0,30,56,292,2.8
Bulo Bulo,2026-07-27 09:00:00,59,0.0,26,56,264,1.7
Bulo Bulo,2026-07-27 09:00:00,62,0.0,24,56,244,1.4
Bulo Bulo,2026-07-27 09:00:00,65,0.0,21,56,224,1.1
Bulo Bulo,2026-07-27 09:00:00,68,0.0,21,57,244,0.9
Bulo Bulo,2026-07-27 09:00:00,71,0.0,23,55,256,0.4
Bulo Bulo,2026-07-27 09:00:00,74,0.0,25,56,284,2.0
Bulo Bulo,2026-07-27 09:00:00,77,0.7,29,89,310,3.5
Bulo Bulo,2026-07-27 09:00:00,80,1.8,29,90,272,2.4
Bulo Bulo,2026-07-27 09:00:00,83,0.0,26,55,232,1.3
Bulo Bulo,2026-07-27 09:00:00,86,0.0,21,56,234,1.2
Bulo Bulo,2026-07-27 09:00:00,89,0.0,21,56,234,1.1
Bulo Bulo,2026-07-27 09:00:00,92,0.0,25,56,264,1.0
Bulo Bulo,2026-07-27 09:00:00,95,0.0,25,57,284,1.0
Bulo Bulo,2026-07-27 09:00:00,98,0.0,31,56,302,2.6
Bulo Bulo,2026-07-27 09:00:00,101,0.0,36,56,310,4.2
Bulo Bulo,2026-07-27 09:00:00,104,0.0,31,56,282,2.8
Bulo Bulo,2026-07-27 09:00:00,107,0.0,26,56,244,1.5
Bulo Bulo,2026-07-27 09:00:00,110,0.0,25,56,254,1.3
Bulo Bulo,2026-07-27 09:00:00,113,0.0,23,57,264,1.1
Camargo,2026-07-27 09:00:00,5,0.0,28,26,287,4.5
Camargo,2026-07-27 09:00:00,8,0.0,28,26,304,4.2
Camargo,2026-07-27 09:00:00,11,0.0,16,26,314,3.9
Camargo,2026-07-27 09:00:00,14,0.0,8,26,316,3.9
Camargo,2026-07-27 09:00:00,17,0.0,1,25,309,3.8
Camargo,2026-07-27 09:00:00,20,0.0,1,25,309,3.4
Camargo,2026-07-27 09:00:00,23,0.0,10,25,300,3.2
Camargo,2026-07-27 09:00:00,26,0.0,15,26,298,7.4
Camargo,2026-07-27 09:00:00,29,0.0,28,26,288,11.7
Camargo,2026-07-27 09:00:00,32,0.0,28,26,298,7.6
Camargo,2026-07-27 09:00:00,35,0.0,17,26,307,3.6
Camargo,2026-07-27 09:00:00,38,0.0,9,26,309,3.4
Camargo,2026-07-27 09:00:00,41,0.0,1,26,309,3.1
Camargo,2026-07-27 09:00:00,44,0.0,1,26,300,2.9
Camargo,2026-07-27 09:00:00,47,0.0,8,26,290,2.7
Camargo,2026-07-27 09:00:00,50,0.0,13,26,290,2.7
Camargo,2026-07-27 09:00:00,53,0.0,27,26,289,2.6
Camargo,2026-07-27 09:00:00,56,0.0,27,26,7,2.7
Camargo,2026-07-27 09:00:00,59,0.0,18,26,77,2.8
Camargo,2026-07-27 09:00:00,62,0.0,9,26,74,2.3
Camargo,2026-07-27 09:00:00,65,0.0,2,36,62,1.8
Camargo,2026-07-27 09:00:00,68,0.0,2,36,338,1.7
Camargo,2026-07-27 09:00:00,71,0.0,9,36,290,1.6
Camargo,2026-07-27 09:00:00,74,0.0,14,36,290,2.0
Camargo,2026-07-27 09:00:00,77,0.0,25,36,281,2.3
Camargo,2026-07-27 09:00:00,80,0.0,25,36,358,2.6
Camargo,2026-07-27 09:00:00,83,0.0,11,36,68,2.9
Camargo,2026-07-27 09:00:00,86,0.0,2,36,30,2.3
Camargo,2026-07-27 09:00:00,89,0.0,2,26,349,1.6
Camargo,2026-07-27 09:00:00,92,0.0,10,26,321,2.2
Camargo,2026-07-27 09:00:00,95,0.0,10,26,302,2.5
Camargo,2026-07-27 09:00:00,98,0.0,16,26,290,4.2
Camargo,2026-07-27 09:00:00,101,0.0,21,36,270,5.8
Camargo,2026-07-27 09:00:00,104,0.0,18,36,288,5.0
Camargo,2026-07-27 09:00:00,107,0.0,14,26,305,4.3
Camargo,2026-07-27 09:00:00,110,0.0,11,26,307,3.8
Camargo,2026-07-27 09:00:00,113,0.0,9,26,300,3.2
Camiri,2026-07-27 09:00:00,5,0.0,28,36,10,4.2
Camiri,2026-07-27 09:00:00,8,0.0,28,35,3,2.6
Camiri,2026-07-27 09:00:00,11,0.0,22,36,353,0.9
Camiri,2026-07-27 09:00:00,14,0.0,19,36,333,1.2
Camiri,2026-07-27 09:00:00,17,0.0,17,36,313,1.4
Camiri,2026-07-27 09:00:00,20,0.0,17,36,292,1.1
Camiri,2026-07-27 09:00:00,23,0.0,19,36,290,1.0
Camiri,2026-07-27 09:00:00,26,0.0,22,36,350,1.8
Camiri,2026-07-27 09:00:00,29,0.0,29,26,40,2.6
Camiri,2026-07-27 09:00:00,32,0.0,29,26,28,1.5
Camiri,2026-07-27 09:00:00,35,0.0,22,26,15,0.5
Camiri,2026-07-27 09:00:00,38,0.0,20,26,328,1.0
Camiri,2026-07-27 09:00:00,41,0.0,17,26,270,1.4
Camiri,2026-07-27 09:00:00,44,0.0,17,36,283,1.2
Camiri,2026-07-27 09:00:00,47,0.0,20,36,282,1.0
Camiri,2026-07-27 09:00:00,50,0.0,23,36,300,2.3
Camiri,2026-07-27 09:00:00,53,0.0,28,36,99,3.6
Camiri,2026-07-27 09:00:00,56,0.0,29,37,147,3.1
Camiri,2026-07-27 09:00:00,59,0.0,22,56,187,2.6
Camiri,2026-07-27 09:00:00,62,0.0,20,57,227,1.9
Camiri,2026-07-27 09:00:00,65,0.0,17,57,267,1.3
Camiri,2026-07-27 09:00:00,68,0.0,16,56,272,0.7
Camiri,2026-07-27 09:00:00,71,0.0,19,57,264,0.2
Camiri,2026-07-27 09:00:00,74,0.0,23,57,340,2.7
Camiri,2026-07-27 09:00:00,77,0.6,26,76,60,5.1
Camiri,2026-07-27 09:00:00,80,0.7,27,76,107,3.0
Camiri,2026-07-27 09:00:00,83,0.0,21,56,147,1.0
Camiri,2026-07-27 09:00:00,86,0.0,16,56,210,1.1
Camiri,2026-07-27 09:00:00,89,0.0,16,37,273,1.2
Camiri,2026-07-27 09:00:00,92,0.0,19,36,330,1.6
Camiri,2026-07-27 09:00:00,95,0.0,20,36,340,1.9
Camiri,2026-07-27 09:00:00,98,0.0,27,36,360,3.9
Camiri,2026-07-27 09:00:00,101,0.0,35,36,10,5.8
Camiri,2026-07-27 09:00:00,104,0.0,30,37,10,5.3
Camiri,2026-07-27 09:00:00,107,0.0,26,36,360,4.7
Camiri,2026-07-27 09:00:00,110,0.0,22,36,343,3.3
Camiri,2026-07-27 09:00:00,113,0.0,19,36,323,1.8
Campanario,2026-07-27 09:00:00,5,0.0,22,26,270,8.8
Campanario,2026-07-27 09:00:00,8,0.0,22,26,290,5.7
Campanario,2026-07-27 09:00:00,11,0.0,12,26,302,2.6
Campanario,2026-07-27 09:00:00,14,0.0,8,26,276,3.3
Campanario,2026-07-27 09:00:00,17,0.0,-1,26,243,4.0
Campanario,2026-07-27 09:00:00,20,0.0,-1,26,243,4.0
Campanario,2026-07-27 09:00:00,23,0.0,8,26,243,3.7
Campanario,2026-07-27 09:00:00,26,0.0,13,26,266,9.6
Campanario,2026-07-27 09:00:00,29,0.0,21,26,290,15.3
Campanario,2026-07-27 09:00:00,32,0.0,21,26,290,9.2
Campanario,2026-07-27 09:00:00,35,0.0,16,26,290,3.0
Campanario,2026-07-27 09:00:00,38,0.0,12,26,276,3.1
Campanario,2026-07-27 09:00:00,41,0.0,0,26,253,3.1
Campanario,2026-07-27 09:00:00,44,0.0,0,26,246,3.7
Campanario,2026-07-27 09:00:00,47,0.0,7,26,240,4.1
Campanario,2026-07-27 09:00:00,50,0.0,12,26,266,3.4
Campanario,2026-07-27 09:00:00,53,0.0,20,26,285,2.8
Campanario,2026-07-27 09:00:00,56,0.0,20,27,7,2.9
Campanario,2026-07-27 09:00:00,59,0.0,14,27,83,2.9
Campanario,2026-07-27 09:00:00,62,0.0,11,26,49,2.1
Campanario,2026-07-27 09:00:00,65,0.0,-1,26,10,1.3
Campanario,2026-07-27 09:00:00,68,0.0,-1,26,284,2.4
Campanario,2026-07-27 09:00:00,71,0.0,7,26,243,3.5
Campanario,2026-07-27 09:00:00,74,0.0,12,26,294,2.5
Campanario,2026-07-27 09:00:00,77,0.0,21,26,336,1.4
Campanario,2026-07-27 09:00:00,80,0.0,21,26,34,1.8
Campanario,2026-07-27 09:00:00,83,0.0,8,26,85,2.3
Campanario,2026-07-27 09:00:00,86,0.0,-1,26,17,2.2
Campanario,2026-07-27 09:00:00,89,0.0,-1,26,301,2.1
Campanario,2026-07-27 09:00:00,92,0.0,8,26,265,2.8
Campanario,2026-07-27 09:00:00,95,0.0,9,26,250,3.6
Campanario,2026-07-27 09:00:00,98,0.0,15,26,273,7.5
Campanario,2026-07-27 09:00:00,101,0.0,20,26,290,11.4
Campanario,2026-07-27 09:00:00,104,0.0,16,26,290,8.0
Campanario,2026-07-27 09:00:00,107,0.0,11,26,284,4.7
Campanario,2026-07-27 09:00:00,110,0.0,9,26,260,4.4
Campanario,2026-07-27 09:00:00,113,0.0,7,26,236,4.2
Carura,2026-07-27 09:00:00,5,0.0,32,36,75,1.0
Carura,2026-07-27 09:00:00,8,0.0,32,36,137,0.9
Carura,2026-07-27 09:00:00,11,0.0,27,36,190,0.7
Carura,2026-07-27 09:00:00,14,0.0,25,37,237,0.9
Carura,2026-07-27 09:00:00,17,0.0,21,36,275,1.1
Carura,2026-07-27 09:00:00,20,0.0,21,36,282,0.8
Carura,2026-07-27 09:00:00,23,0.0,23,36,282,0.7
Carura,2026-07-27 09:00:00,26,0.0,27,36,352,1.0
Carura,2026-07-27 09:00:00,29,0.0,33,57,52,1.3
Carura,2026-07-27 09:00:00,32,0.0,33,56,130,0.9
Carura,2026-07-27 09:00:00,35,0.0,28,36,236,0.7
Carura,2026-07-27 09:00:00,38,0.0,25,36,251,0.9
Carura,2026-07-27 09:00:00,41,0.0,22,36,266,1.0
Carura,2026-07-27 09:00:00,44,0.0,22,36,273,0.9
Carura,2026-07-27 09:00:00,47,0.0,24,36,273,0.8
Carura,2026-07-27 09:00:00,50,0.0,28,36,353,1.0
Carura,2026-07-27 09:00:00,53,0.0,32,56,72,1.2
Carura,2026-07-27 09:00:00,56,0.0,32,56,117,0.9
Carura,2026-07-27 09:00:00,59,0.0,28,36,260,0.7
Carura,2026-07-27 09:00:00,62,0.0,25,37,265,0.8
Carura,2026-07-27 09:00:00,65,0.0,22,37,268,0.9
Carura,2026-07-27 09:00:00,68,0.0,20,36,285,0.7
Carura,2026-07-27 09:00:00,71,0.0,21,36,282,0.6
Carura,2026-07-27 09:00:00,74,0.0,26,36,352,1.0
Carura,2026-07-27 09:00:00,77,0.0,31,57,55,1.5
Carura,2026-07-27 09:00:00,80,0.0,31,55,347,1.2
Carura,2026-07-27 09:00:00,83,0.0,22,56,271,0.9
Carura,2026-07-27 09:00:00,86,0.0,20,56,278,0.8
Carura,2026-07-27 09:00:00,89,0.0,20,56,285,0.8
Carura,2026-07-27 09:00:00,92,0.0,19,56,282,0.9
Carura,2026-07-27 09:00:00,95,0.0,19,56,289,0.7
Carura,2026-07-27 09:00:00,98,0.0,25,56,359,1.1
Carura,2026-07-27 09:00:00,101,0.0,31,56,59,1.6
Carura,2026-07-27 09:00:00,104,0.0,25,56,343,1.1
Carura,2026-07-27 09:00:00,107,0.0,19,56,260,0.7
Carura,2026-07-27 09:00:00,110,0.0,18,56,270,0.9
Carura,2026-07-27 09:00:00,113,0.0,17,56,275,1.1
Chacala (INIAF),2026-07-27 09:00:00,5,0.0,14,26,276,7.7
Chacala (INIAF),2026-07-27 09:00:00,8,0.0,14,26,283,5.9
Chacala (INIAF),2026-07-27 09:00:00,11,0.0,6,26,283,4.1
Chacala (INIAF),2026-07-27 09:00:00,14,0.0,-2,26,320,3.5
Chacala (INIAF),2026-07-27 09:00:00,17,0.0,-8,26,347,2.9
Chacala (INIAF),2026-07-27 09:00:00,20,0.0,-8,27,350,2.6
Chacala (INIAF),2026-07-27 09:00:00,23,0.0,2,26,344,2.4
Chacala (INIAF),2026-07-27 09:00:00,26,0.0,6,26,314,5.3
Chacala (INIAF),2026-07-27 09:00:00,29,0.0,15,26,280,8.2
Chacala (INIAF),2026-07-27 09:00:00,32,0.0,15,27,266,6.7
Chacala (INIAF),2026-07-27 09:00:00,35,0.0,6,26,245,5.2
Chacala (INIAF),2026-07-27 09:00:00,38,0.0,0,27,300,3.7
