estacion,fecha,fecha_diff,precipitacion,temperatura,humedad_relativa,vientos
Chacala (INIAF),2025-03-24,68,0.0,12,29,4
Chacala (INIAF),2025-03-24,71,0.0,4,38,3
Chacala (INIAF),2025-03-24,74,0.0,2,46,3
Chacala (INIAF),2025-03-24,77,0.0,2,45,1
Chacala (INIAF),2025-03-24,80,0.0,8,43,1
Chacala (INIAF),2025-03-24,83,0.0,11,33,2
Chacala (INIAF),2025-03-24,86,0.0,16,22,4
Chacala (INIAF),2025-03-24,89,0.0,16,26,2
Chacala (INIAF),2025-03-24,92,0.0,1,30,1
Chacala (INIAF),2025-03-24,95,0.0,2,36,1
Chacala (INIAF),2025-03-24,98,0.0,4,43,2
Charazani,2025-03-24,2,0.0,9,92,1
Charazani,2025-03-24,5,0.0,9,80,1
Charazani,2025-03-24,8,0.0,11,76,0
Charazani,2025-03-24,11,0.0,14,73,2
Charazani,2025-03-24,14,0.0,19,70,4
Charazani,2025-03-24,17,0.0,19,79,3
Charazani,2025-03-24,20,1.3,12,89,2
Charazani,2025-03-24,23,0.8,12,91,2
Charazani,2025-03-24,26,0.0,8,93,1
Charazani,2025-03-24,29,0.0,8,85,0
Charazani,2025-03-24,32,0.0,10,84,0
Charazani,2025-03-24,35,0.0,11,78,2
Charazani,2025-03-24,38,1.4,18,73,4
Charazani,2025-03-24,41,1.0,18,81,3
Charazani,2025-03-24,44,0.7,11,89,2
Charazani,2025-03-24,47,0.6,10,93,2
Charazani,2025-03-24,50,0.0,7,96,1
Charazani,2025-03-24,53,0.0,7,88,1
Charazani,2025-03-24,56,0.0,9,89,1
Charazani,2025-03-24,59,0.0,10,84,2
Charazani,2025-03-24,62,0.6,19,78,3
Charazani,2025-03-24,65,1.3,19,86,2
Charazani,2025-03-24,68,1.1,11,95,2
Charazani,2025-03-24,71,1.3,11,92,2
Charazani,2025-03-24,74,0.0,8,90,2
Charazani,2025-03-24,77,0.0,8,85,1
Charazani,2025-03-24,80,0.0,9,81,1
Charazani,2025-03-24,83,0.0,9,80,2
Charazani,2025-03-24,86,2.2,18,79,3
Charazani,2025-03-24,89,1.2,18,84,3
Charazani,2025-03-24,92,1.7,8,88,2
Charazani,2025-03-24,95,0.9,8,92,1
Charazani,2025-03-24,98,0.0,8,95,1
Chipaya,2025-03-24,2,0.0,3,38,3
Chipaya,2025-03-24,5,0.0,3,34,2
Chipaya,2025-03-24,8,0.0,10,29,1
Chipaya,2025-03-24,11,0.0,14,25,1
Chipaya,2025-03-24,14,0.0,20,21,1
Chipaya,2025-03-24,17,0.0,20,24,2
Chipaya,2025-03-24,20,0.0,15,26,2
Chipaya,2025-03-24,23,0.0,13,41,3
Chipaya,2025-03-24,26,0.0,2,56,3
Chipaya,2025-03-24,29,0.0,2,31,2
Chipaya,2025-03-24,32,0.0,10,27,1
Chipaya,2025-03-24,35,0.0,14,28,1
Chipaya,2025-03-24,38,0.0,19,29,1
Chipaya,2025-03-24,41,0.0,19,32,2
Chipaya,2025-03-24,44,0.0,13,35,2
Chipaya,2025-03-24,47,0.0,8,49,3
Chipaya,2025-03-24,50,0.0,2,64,4
Chipaya,2025-03-24,53,0.0,2,43,1
Chipaya,2025-03-24,56,0.0,10,42,1
Chipaya,2025-03-24,59,0.0,14,34,1
Chipaya,2025-03-24,62,0.0,20,27,2
Chipaya,2025-03-24,65,0.0,20,30,5
Chipaya,2025-03-24,68,0.0,13,34,8
Chipaya,2025-03-24,71,0.0,7,38,6
Chipaya,2025-03-24,74,0.0,3,43,3
Chipaya,2025-03-24,77,0.0,3,41,3
Chipaya,2025-03-24,80,0.0,10,39,2
Chipaya,2025-03-24,83,0.0,14,28,2
Chipaya,2025-03-24,86,0.0,19,18,2
Chipaya,2025-03-24,89,0.0,19,24,3
Chipaya,2025-03-24,92,0.0,3,31,3
Chipaya,2025-03-24,95,0.0,3,41,2
Chipaya,2025-03-24,98,0.0,3,52,2
Cobija,2025-03-24,2,0.0,23,99,1
Cobija,2025-03-24,5,0.0,23,96,1
Cobija,2025-03-24,8,0.0,28,93,1
Cobija,2025-03-24,11,0.0,28,92,2
Cobija,2025-03-24,14,0.0,34,90,2
Cobija,2025-03-24,17,0.0,34,93,2
Cobija,2025-03-24,20,1.3,29,95,1
Cobija,2025-03-24,23,0.6,28,97,1
Cobija,2025-03-24,26,0.0,23,99,1
Cobija,2025-03-24,29,0.0,23,96,2
Cobija,2025-03-24,32,0.0,25,94,2
Cobija,2025-03-24,35,0.0,26,94,2
Cobija,2025-03-24,38,3.0,33,93,2
Cobija,2025-03-24,41,1.7,33,96,2
Cobija,2025-03-24,44,1.1,27,98,1
Cobija,2025-03-24,47,1.2,27,98,1
Cobija,2025-03-24,50,0.0,22,98,1
Cobija,2025-03-24,53,0.0,22,96,1
Cobija,2025-03-24,56,0.0,25,93,1
Cobija,2025-03-24,59,0.0,25,92,1
Cobija,2025-03-24,62,2.0,32,91,1
Cobija,2025-03-24,65,2.0,32,94,1
Cobija,2025-03-24,68,2.3,26,98,1
Cobija,2025-03-24,71,0.8,23,99,1
Cobija,2025-03-24,74,0.0,22,99,0
Cobija,2025-03-24,77,0.0,22,99,1
Cobija,2025-03-24,80,0.0,23,98,1
Cobija,2025-03-24,83,0.0,24,88,1
Cobija,2025-03-24,86,0.8,31,77,2
Cobija,2025-03-24,89,0.8,31,85,1
Cobija,2025-03-24,92,1.8,22,93,1
Cobija,2025-03-24,95,1.9,22,94,1
Cobija,2025-03-24,98,0.0,22,94,0
Cochabamba - Aeropuerto,2025-03-24,2,0.0,15,97,1
Cochabamba - Aeropuerto,2025-03-24,5,0.0,15,95,1
Cochabamba - Aeropuerto,2025-03-24,8,0.0,19,92,1
Cochabamba - Aeropuerto,2025-03-24,11,0.0,22,90,2
Cochabamba - Aeropuerto,2025-03-24,14,0.0,30,89,2
Cochabamba - Aeropuerto,2025-03-24,17,0.0,30,93,2
Cochabamba - Aeropuerto,2025-03-24,20,1.6,22,98,1
Cochabamba - Aeropuerto,2025-03-24,23,1.2,21,98,1
Cochabamba - Aeropuerto,2025-03-24,26,0.0,13,97,1
Cochabamba - Aeropuerto,2025-03-24,29,0.0,14,97,1
Cochabamba - Aeropuerto,2025-03-24,32,0.0,18,96,1
Cochabamba - Aeropuerto,2025-03-24,35,0.0,19,93,2
Cochabamba - Aeropuerto,2025-03-24,38,3.0,29,91,2
Cochabamba - Aeropuerto,2025-03-24,41,0.5,29,94,2
Cochabamba - Aeropuerto,2025-03-24,44,0.9,22,97,1
Cochabamba - Aeropuerto,2025-03-24,47,2.5,20,97,1
Cochabamba - Aeropuerto,2025-03-24,50,0.0,15,97,1
Cochabamba - Aeropuerto,2025-03-24,53,0.0,15,97,1
Cochabamba - Aeropuerto,2025-03-24,56,0.0,20,97,1
Cochabamba - Aeropuerto,2025-03-24,59,0.0,19,97,2
Cochabamba - Aeropuerto,2025-03-24,62,1.3,29,97,2
Cochabamba - Aeropuerto,2025-03-24,65,1.1,29,98,1
Cochabamba - Aeropuerto,2025-03-24,68,1.1,20,98,1
Cochabamba - Aeropuerto,2025-03-24,71,1.1,17,97,1
Cochabamba - Aeropuerto,2025-03-24,74,0.0,15,95,2
Cochabamba - Aeropuerto,2025-03-24,77,0.0,16,92,1
Cochabamba - Aeropuerto,2025-03-24,80,0.0,17,90,1
Cochabamba - Aeropuerto,2025-03-24,83,0.0,17,88,2
Cochabamba - Aeropuerto,2025-03-24,86,0.0,30,86,2
Cochabamba - Aeropuerto,2025-03-24,89,0.0,31,92,2
Cochabamba - Aeropuerto,2025-03-24,92,1.0,15,98,1
Cochabamba - Aeropuerto,2025-03-24,95,1.2,16,98,1
Cochabamba - Aeropuerto,2025-03-24,98,0.0,16,97,1
Cochabamba - Sarco,2025-03-24,2,0.0,14,85,3
Cochabamba - Sarco,2025-03-24,5,0.0,14,82,1
Cochabamba - Sarco,2025-03-24,8,0.0,17,79,1
Cochabamba - Sarco,2025-03-24,11,0.0,19,70,1
Cochabamba - Sarco,2025-03-24,14,0.0,31,61,2
Cochabamba - Sarco,2025-03-24,17,0.0,31,68,2
Cochabamba - Sarco,2025-03-24,20,1.7,20,75,2
Cochabamba - Sarco,2025-03-24,23,0.8,18,80,2
Cochabamba - Sarco,2025-03-24,26,0.0,14,85,1
Cochabamba - Sarco,2025-03-24,29,0.0,13,81,2
Cochabamba - Sarco,2025-03-24,32,0.0,17,76,1
Cochabamba - Sarco,2025-03-24,35,0.0,18,68,2
Cochabamba - Sarco,2025-03-24,38,1.8,30,60,2
Cochabamba - Sarco,2025-03-24,41,0.9,30,71,3
Cochabamba - Sarco,2025-03-24,44,1.1,18,83,3
Cochabamba - Sarco,2025-03-24,47,1.0,16,83,2
Cochabamba - Sarco,2025-03-24,50,0.0,13,83,2
Cochabamba - Sarco,2025-03-24,53,0.0,13,77,2
Cochabamba - Sarco,2025-03-24,56,0.0,16,73,1
Cochabamba - Sarco,2025-03-24,59,0.0,17,68,1
Cochabamba - Sarco,2025-03-24,62,0.7,28,62,2
Cochabamba - Sarco,2025-03-24,65,0.6,28,73,2
Cochabamba - Sarco,2025-03-24,68,0.5,17,84,3
Cochabamba - Sarco,2025-03-24,71,0.5,16,86,3
Cochabamba - Sarco,2025-03-24,74,0.0,13,89,2
Cochabamba - Sarco,2025-03-24,77,0.0,13,81,2
Cochabamba - Sarco,2025-03-24,80,0.0,15,73,1
Cochabamba - Sarco,2025-03-24,83,0.0,17,66,1
Cochabamba - Sarco,2025-03-24,86,0.0,29,58,2
Cochabamba - Sarco,2025-03-24,89,0.0,29,69,2
Cochabamba - Sarco,2025-03-24,92,0.3,12,80,3
Cochabamba - Sarco,2025-03-24,95,0.7,12,81,2
Cochabamba - Sarco,2025-03-24,98,0.0,13,82,1
Concepcion,2025-03-24,2,0.0,23,96,3
Concepcion,2025-03-24,5,0.0,23,91,2
Concepcion,2025-03-24,8,0.0,24,85,3
Concepcion,2025-03-24,11,0.0,27,75,3
Concepcion,2025-03-24,14,0.0,33,65,3
Concepcion,2025-03-24,17,0.0,33,80,2
Concepcion,2025-03-24,20,0.0,28,95,1
Concepcion,2025-03-24,23,0.0,26,96,1
Concepcion,2025-03-24,26,0.0,22,98,2
Concepcion,2025-03-24,29,0.0,22,94,2
Concepcion,2025-03-24,32,0.0,24,88,3
Concepcion,2025-03-24,35,0.0,25,85,3
Concepcion,2025-03-24,38,1.7,31,81,3
Concepcion,2025-03-24,41,1.7,31,90,2
Concepcion,2025-03-24,44,1.8,26,98,2
Concepcion,2025-03-24,47,2.1,25,99,2
Concepcion,2025-03-24,50,0.0,21,99,2
Concepcion,2025-03-24,53,0.0,21,89,3
Concepcion,2025-03-24,56,0.0,25,85,3
Concepcion,2025-03-24,59,0.0,26,78,2
Concepcion,2025-03-24,62,0.0,31,72,2
Concepcion,2025-03-24,65,0.0,31,84,2
Concepcion,2025-03-24,68,1.6,25,96,2
Concepcion,2025-03-24,71,1.3,23,97,1
Concepcion,2025-03-24,74,0.0,22,99,1
Concepcion,2025-03-24,77,0.0,22,98,2
Concepcion,2025-03-24,80,0.0,23,96,2
